Data;UF;Cidade;Regiao;CodigoEstacao;Latitude;Longitude;Altitude;ArquivoFonte;Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);Unnamed: 7;Unnamed: 6
20090228.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2009-02-28;8,0;;1009,9;26,2;;;;
20090331.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2009-03-31;0,0;0,0;1010,3;25,7;11,8;2,8;;
20090430.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2009-04-30;0,0;0,0;1013,7;23,3;11,6;2,7;;
20090531.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2009-05-31;0,0;0,0;1014,7;22,5;11,6;3,2;;
20090630.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2009-06-30;0,0;0,0;1017,0;20,3;11,1;3,8;;
20090731.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2009-07-31;0,0;0,0;1016,8;20,6;15,3;3,8;;
20090831.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2009-08-31;0,0;0,0;1016,9;21,1;15,4;3,7;;
20090930.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2009-09-30;0,0;0,0;1014,2;22,7;13,2;3,5;;
20091031.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2009-10-31;5,0;18,8;1011,9;22,7;13,7;3,9;;
20091130.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2009-11-30;10,0;179,8;1008,6;26,9;11,3;3,3;;
20091231.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2009-12-31;15,0;334,0;1009,2;25,3;13,6;3,3;;
20100131.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-01-31;9,0;115,6;1010,1;27,6;11,8;3,2;;
20100228.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-02-28;8,0;144,2;1010,5;27,8;12,1;3,4;;
20100331.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-03-31;18,0;351,4;1010,4;25,2;13,6;3,0;;
20100430.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-04-30;17,0;294,2;1014,0;24,0;15,8;3,7;;
20100531.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-05-31;17,0;65,8;1014,0;22,2;14,6;3,6;;
20100630.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-06-30;16,0;55,0;1018,7;20,1;12,4;3,4;;
20100731.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-07-31;15,0;161,4;1019,0;21,2;13,1;3,4;;
20100831.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-08-31;11,0;28,4;1018,6;20,6;11,4;4,1;;
20100930.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-09-30;11,0;71,2;1015,5;21,6;16,0;3,5;;
20101031.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-10-31;16,0;66,6;1012,9;21,7;12,4;3,9;;
20101130.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-11-30;16,0;140,8;1009,9;23,4;10,9;3,0;;
20101231.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2010-12-31;15,0;189,6;1007,1;25,8;9,7;3,4;;
20110131.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-01-31;14,0;135,6;1007,8;26,9;10,4;2,9;;
20110228.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-02-28;3,0;30,0;1009,7;26,9;11,1;3,2;;
20110331.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-03-31;19,0;166,0;1011,1;24,2;9,0;2,6;;
20110430.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-04-30;13,0;167,4;1013,2;24,6;9,7;3,0;;
20110531.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-05-31;20,0;122,8;1016,0;21,4;14,7;3,4;;
20110630.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-06-30;15,0;42,8;1016,6;19,9;14,8;3,4;;
20110731.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-07-31;14,0;24,6;1017,2;20,4;12,0;3,4;;
20110831.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-08-31;10,0;27,4;1016,1;21,2;14,8;3,8;;
20110930.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-09-30;9,0;50,4;1018,4;20,4;11,4;3,7;;
20111031.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-10-31;12,0;;1012,4;21,8;11,4;2,8;;
20111130.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-11-30;3,0;;;21,8;10,1;;;
20111231.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2011-12-31;10,0;;;25,0;12,6;;;
20120131.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-01-31;17,0;164,6;1010,9;24,2;10,3;2,7;;
20120229.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-02-29;4,0;64,0;1010,9;25,7;9,1;3,0;;
20120331.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-03-31;12,0;65,0;1012,5;24,4;14,1;2,9;;
20120430.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-04-30;14,0;44,2;1012,4;24,0;14,1;3,0;;
20120531.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-05-31;15,0;122,0;1016,8;21,4;13,1;3,0;;
20120630.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-06-30;17,0;145,6;1016,4;21,7;14,2;3,1;;
20120731.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-07-31;14,0;49,6;1017,1;21,1;12,9;3,5;;
20120831.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-08-31;12,0;12,8;1021,1;20,5;12,9;3,1;;
20120930.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-09-30;9,0;86,2;1016,8;21,4;16,2;3,6;;
20121031.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-10-31;10,0;82,0;1012,5;22,9;11,9;3,2;;
20121130.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-11-30;16,0;80,6;1011,4;22,0;13,0;3,0;;
20121231.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2012-12-31;7,0;14,6;1008,9;26,4;9,9;2,9;;
20130131.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-01-31;20,0;233,4;1011,1;25,2;15,1;3,7;;
20130228.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-02-28;8,0;124,2;1010,7;26,5;9,2;2,9;;
20130331.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-03-31;20,0;139,2;1012,2;25,2;12,3;3,1;;
20130430.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-04-30;11,0;92,8;1014,5;22,9;8,3;3,0;;
20130531.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-05-31;14,0;54,8;1015,2;21,9;16,7;3,3;;
20130630.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-06-30;16,0;52,4;1016,1;21,7;9,6;2,8;;
20130731.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-07-31;20,0;78,8;1018,6;20,1;13,6;4,1;;
20130831.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-08-31;9,0;10,0;1017,4;20,7;14,7;4,1;;
20130930.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-09-30;9,0;56,0;1015,8;22,2;14,4;4,2;;
20131031.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-10-31;11,0;47,8;1014,5;22,3;13,7;4,0;;
20131130.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-11-30;17,0;118,0;1012,1;22,6;11,9;3,3;;
20131231.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2013-12-31;14,0;59,8;1008,7;24,5;17,6;3,0;;
20140131.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-01-31;5,0;87,6;1011,5;27,1;14,0;3,4;;
20140228.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-02-28;5,0;16,6;1011,0;26,2;9,7;3,0;;
20140331.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-03-31;13,0;119,8;1012,2;25,5;13,9;3,0;;
20140430.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-04-30;7,0;24,0;1014,1;23,3;11,4;3,0;;
20140531.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-05-31;5,0;;;21,6;10,2;;;
20140630.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-06-30;9,0;43,8;1016,7;21,6;10,4;3,3;;
20140731.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-07-31;11,0;101,6;1020,3;20,3;11,4;3,2;;
20140831.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-08-31;10,0;27,4;1018,2;20,7;14,9;3,4;;
20140930.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-09-30;10,0;39,6;1015,2;22,1;12,2;3,7;;
20141031.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-10-31;9,0;26,4;1015,2;22,3;13,5;3,8;;
20141130.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-11-30;10,0;43,4;1011,7;23,4;11,8;3,5;;
20141231.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2014-12-31;7,0;50,4;1010,8;25,5;11,8;3,5;;
20150131.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-01-31;7,0;119,8;1011,4;27,8;11,7;3,4;;
20150228.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-02-28;12,0;237,8;1010,8;26,4;12,4;3,3;;
20150331.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-03-31;15,0;170,2;1012,0;25,0;11,5;2,9;;
20150430.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-04-30;11,0;79,2;1013,8;23,7;13,4;3,2;;
20150531.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-05-31;13,0;65,0;1016,4;21,7;11,6;2,8;;
20150630.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-06-30;12,0;53,2;1019,0;21,5;11,3;3,4;;
20150731.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-07-31;6,0;9,0;1017,5;21,5;13,7;2,9;;
20150831.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-08-31;5,0;5,4;1017,4;21,3;11,3;3,1;;
20150930.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-09-30;14,0;85,4;1013,3;22,4;12,4;3,3;;
20151031.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-10-31;11,0;20,4;1013,9;23,9;13,3;3,8;;
20151130.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-11-30;16,0;171,2;1010,4;24,2;10,7;3,1;;
20151231.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2015-12-31;11,0;86,4;1011,1;26,4;10,9;3,1;;
20160131.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-01-31;17,0;259,0;1010,4;25,1;12,0;3,5;;
20160229.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-02-29;6,0;24,4;1011,3;27,4;13,6;3,4;;
20160331.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-03-31;12,0;112,6;1013,1;26,2;10,2;3,0;;
20160430.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-04-30;6,0;15,0;1013,0;25,9;13,2;3,2;;
20160531.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-05-31;16,0;60,2;1016,8;22,0;14,5;3,4;;
20160630.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-06-30;16,0;86,2;1019,6;19,4;12,2;3,6;;
20160731.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-07-31;4,0;4,0;1018,3;21,0;12,9;3,0;;
20160831.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-08-31;11,0;28,2;1016,9;21,4;18,2;4,2;;
20160930.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-09-30;16,0;36,2;1016,7;22,0;11,8;3,9;;
20161031.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-10-31;14,0;43,0;1013,8;22,8;11,2;3,9;;
20161130.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-11-30;15,0;131,4;1012,1;23,6;13,6;4,2;;
20161231.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2016-12-31;12,0;73,4;1010,9;25,9;12,4;3,7;;
20170131.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-01-31;17,0;193,6;1010,8;27,5;10,9;3,6;;
20170228.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-02-28;6,0;15,6;1011,5;26,3;9,9;3,6;;
20170331.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-03-31;15,0;147,0;1012,8;25,2;11,7;3,4;;
20170430.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-04-30;13,0;110,8;1014,9;23,6;12,4;3,5;;
20170531.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-05-31;10,0;43,8;1016,0;21,5;8,4;3,0;;
20170630.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-06-30;12,0;136,6;1018,3;21,3;13,4;3,2;;
20170731.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-07-31;10,0;16,0;1023,8;19,9;13,9;3,3;;
20170831.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-08-31;13,0;36,0;1018,1;20,0;12,9;3,7;;
20170930.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-09-30;8,0;8,0;1018,1;21,9;;;;
20171031.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-10-31;11,0;91,4;1013,0;22,9;10,4;3,3;;
20171130.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-11-30;11,0;140,6;1011,4;23,2;12,1;3,6;;
20171231.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2017-12-31;16,0;105,8;1010,4;24,4;11,7;3,2;;
20180131.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-01-31;15,0;216,2;1010,7;26,2;12,2;3,6;;
20180228.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-02-28;15,0;243,4;1011,0;25,7;14,1;3,5;;
20180331.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-03-31;9,0;164,0;1010,6;26,4;17,3;3,2;;
20180430.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-04-30;7,0;53,2;1015,7;23,8;8,4;3,0;;
20180531.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-05-31;10,0;32,2;1017,3;22,0;11,2;3,1;;
20180630.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-06-30;16,0;57,6;1017,7;21,8;12,4;3,3;;
20180731.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-07-31;11,0;28,8;1017,6;21,8;12,7;3,8;;
20180831.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-08-31;12,0;62,4;1018,5;20,6;12,8;3,7;;
20180930.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-09-30;9,0;45,6;1014,2;22,2;13,1;3,8;;
20181031.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-10-31;18,0;90,4;1012,8;23,1;13,2;3,6;;
20181130.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-11-30;14,0;128,4;1012,7;23,4;14,4;3,7;;
20181231.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2018-12-31;8,0;55,8;1011,4;25,5;12,4;3,4;;
20190131.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2019-01-31;2,0;81,8;1011,9;27,9;10,6;3,5;;
20190228.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2019-02-28;17,0;472,0;1010,4;26,3;17,4;3,6;;
20190331.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2019-03-31;17,0;362,0;1012,8;26,0;11,7;3,4;;
20190430.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2019-04-30;9,0;140,8;1012,3;25,4;18,2;3,5;;
20190531.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2019-05-31;13,0;171,6;1013,8;23,9;11,9;3,2;;
20190630.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2019-06-30;9,0;58,4;1018,4;22,6;13,2;3,3;;
20190731.0;;RIO DE JANEIRO-MARAMBAIA;;A602;-23.05027777;-43.59555555;12.0;dados_A602_M_2004-01-01_2025-08-01.csv;2019-07-31;8,0;30,4;1018,3;20,9;15,0;4,0;;
